LECROYDDA3000 10053 Waveform
Segments 1 SegmentSize 100002
Segment TrigTime TimeSinceSegment1
#1 14-Jan-2002 02:43:06 0                 
Time Ampl
1.592783e-006 2.70588
1.592833e-006 2.70882
1.592883e-006 2.69466
1.592933e-006 2.67843
1.592983e-006 2.66618
1.593033e-006 2.66255
1.593083e-006 2.67084
1.593133e-006 2.67705
1.593183e-006 2.68171
1.593233e-006 2.69086
1.593283e-006 2.6976
1.593333e-006 2.69173
1.593383e-006 2.68171
1.593433e-006 2.66877
1.593483e-006 2.6534
1.593533e-006 2.63648
1.593583e-006 2.61818
1.593633e-006 2.62664
1.593683e-006 2.65478
1.593733e-006 2.66514
1.593783e-006 2.66169
1.593833e-006 2.65927
1.593883e-006 2.65737
1.593933e-006 2.65599
1.593983e-006 2.65496
1.594033e-006 2.65409
1.594083e-006 2.65893
1.594133e-006 2.66272
1.594183e-006 2.65996
1.594233e-006 2.66894
1.594283e-006 2.68655
1.594333e-006 2.68897
1.594383e-006 2.68517
1.594433e-006 2.69328
1.594483e-006 2.6995
1.594533e-006 2.68758
1.594583e-006 2.67308
1.594633e-006 2.66221
1.594683e-006 2.65409
1.594733e-006 2.6591
1.594783e-006 2.6572
1.594833e-006 2.65029
1.594883e-006 2.65064
1.594933e-006 2.65099
1.594983e-006 2.65116
1.595033e-006 2.65668
1.595083e-006 2.65547
1.595133e-006 2.64909
1.595183e-006 2.65513
1.595233e-006 2.65979
1.595283e-006 2.65772
1.595333e-006 2.66186
1.595383e-006 2.67032
1.595433e-006 2.68223
1.595483e-006 2.68551
1.595533e-006 2.6717
1.595583e-006 2.6667
1.595633e-006 2.66842
1.595683e-006 2.66428
1.595733e-006 2.66117
1.595783e-006 2.65875
1.595833e-006 2.6515
1.595883e-006 2.64045
1.595933e-006 2.63234
1.595983e-006 2.6206
1.596033e-006 2.62285
1.596083e-006 2.64097
1.596133e-006 2.64926
1.596183e-006 2.64978
1.596233e-006 2.65582
1.596283e-006 2.67136
1.596333e-006 2.68845
1.596383e-006 2.69035
1.596433e-006 2.68068
1.596483e-006 2.67895
1.596533e-006 2.68862
1.596583e-006 2.67947
1.596633e-006 2.65599
1.596683e-006 2.64943
1.596733e-006 2.65547
1.596783e-006 2.65996
1.596833e-006 2.65789
1.596883e-006 2.65081
1.596933e-006 2.65116
1.596983e-006 2.66221
1.597033e-006 2.65962
1.597083e-006 2.65772
